City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
674,Shelburne,CA,33.01,clear sky,44.0787,-80.2041,"Hockley Valley Resort - Golf, Spa and Ski"
675,Szigetvar,HU,57.2,clear sky,46.0486,17.8055,Hotel Kumilla
676,Nayoro,JP,30.29,overcast clouds,44.3506,142.4578,大雪荘
677,Ingham,US,41.0,clear sky,42.6,-84.3833,Marriott East Lansing at University Place
678,Puerto Colombia,CO,80.44,overcast clouds,10.9878,-74.9547,Hotel NH Collection Barranquilla Smartsuites Royal
679,Port Blair,IN,80.87,few clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
680,Bantry,IE,42.8,light rain,51.6833,-9.45,The Maritime Hotel
681,Petropavlovsk-Kamchatskiy,RU,14.0,clear sky,53.0452,158.6483,"ООО ""Гостиничный комплекс ""Петропавловск"""
683,Sao Mateus,BR,87.01,clear sky,-18.7161,-39.8589,Costa Marlin Hotel
684,Lukovetskiy,RU,19.4,snow,64.2956,41.9211,Gostinitsa
685,Plettenberg Bay,ZA,70.97,broken clouds,-34.0527,23.3716,Thanda Vista B&B
686,Santa Maria Del Oro,MX,69.22,overcast clouds,25.9333,-105.3667,Hotel Palacio Del Sol
687,Zemio,CF,82.36,overcast clouds,5.0314,25.1361,OCHA Office
688,Xingyi,CN,54.01,clear sky,24.1877,102.81700000000001,Tongduan Hotel
689,Havre-Saint-Pierre,CA,28.4,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
690,Hirado,JP,50.0,few clouds,33.3597,129.5531,Samson Hotel
691,Muli,MV,83.57,broken clouds,2.9167,73.5667,Medhufushi Island Resort
692,Hue,VN,73.4,scattered clouds,16.4667,107.6,Saigon Morin Hotel
693,Harrisonburg,US,55.99,overcast clouds,38.4496,-78.8689,Hampton Inn Harrisonburg - University
694,Miguel Auza,MX,71.4,clear sky,24.2933,-103.4503,Hotel Morales
695,Rocha,UY,74.75,broken clouds,-34.4833,-54.3333,Beleza Pura B&B
696,Port Shepstone,ZA,79.11,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
697,Gigmoto,PH,75.45,light rain,13.7796,124.39,Puraran Executive Suites
698,Kalmunai,LK,79.83,broken clouds,7.4167,81.8167,Thompukandam Village Resort
699,Dakar,SN,80.6,dust,14.6937,-17.4441,Redface Studios Meublés
700,Gasa,PS,63.0,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
701,Phayakkhaphum Phisai,TH,81.0,clear sky,15.5163,103.1937,โรงแรมบ้านนงนุชโฮเตล
703,Pandan,PH,76.1,overcast clouds,14.0453,124.1694,Maui Beach
704,Villa De Cura,VE,86.0,scattered clouds,10.0386,-67.4894,Ceymir Spa
705,Kholtoson,RU,33.85,scattered clouds,50.2981,103.3097,Khostel Zakamensk
706,Kihei,US,66.0,light rain,20.785,-156.4656,Maui Sunset
708,Buchen,DE,43.0,overcast clouds,49.5239,9.3231,Limbacher Hof Landgasthof & Restaurant
709,Luangwa,ZM,76.96,overcast clouds,-15.6167,30.4167,Gerasimos Safari Lodge
710,Tecoanapa,MX,84.72,clear sky,16.5167,-98.75,Meson Casa de Piedra
711,Bulgan,MN,38.44,scattered clouds,48.8125,103.5347,Unitel Булган салбар
712,Brcko,BA,60.8,few clouds,44.8728,18.8083,Vila Bakarni
713,Balkanabat,TM,30.9,overcast clouds,39.5108,54.3671,Nebitchi Hotel
714,Nyandoma,RU,24.94,light snow,61.669,40.1991,"Hotel ""Sputnik"" (Sputnik Hotel)"
715,Elk City,US,57.2,mist,35.412,-99.4043,Hampton Inn & Suites Elk City
716,Impfondo,CG,90.03,overcast clouds,1.6381,18.0667,Préfecture de la Likouala
717,Biga,TR,55.99,clear sky,40.2281,27.2422,Köşdere Otel
718,Whitehorse,CA,-2.0,snow,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
720,Montpellier,FR,62.6,clear sky,43.6109,3.8772,Le Jardin Des Sens
721,Puerto Quijarro,BO,93.67,broken clouds,-17.7833,-57.7667,Hotel palance
722,Laguna,US,48.0,few clouds,38.421,-121.4238,Courtyard by Marriott Sacramento Midtown
723,Quang Ngai,VN,70.05,clear sky,15.1167,108.8,Central Hotel
724,Urambo,TZ,73.62,overcast clouds,-5.0667,32.05,Fair Lodge
725,Stornoway,GB,46.99,few clouds,58.2093,-6.3865,Caladh Inn
726,Boffa,GN,87.1,overcast clouds,10.1667,-14.0333,Hôtel Niara Belly
727,Kristiinankaupunki,FI,32.86,overcast clouds,62.2743,21.375999999999998,Pärus Fors
728,Sackville,CA,32.0,overcast clouds,45.9188,-64.3846,Wandlyn Inn Amherst
729,Oktyabrskiy,RU,6.35,clear sky,54.4815,53.471000000000004,Уязы-Тау гостиница
730,Dongning,CN,32.63,clear sky,44.0622,131.1207,Huayu Hotel
732,Ishigaki,JP,66.92,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
733,Nova Olimpia,BR,90.1,overcast clouds,-14.7972,-57.2881,Hotel Fazenda Primavera
734,Lhokseumawe,ID,78.6,clear sky,5.1801,97.1507,OYO 3278 Penginapan Alfajri
735,Sretensk,RU,24.24,clear sky,52.2453,117.7093,"""Shustovskaya"""
736,Pacific Grove,US,51.8,overcast clouds,36.6177,-121.9166,Lovers Point Inn
737,Florianopolis,BR,82.99,scattered clouds,-27.6146,-48.5012,Hotel Intercity Florianópolis
738,Pitimbu,BR,86.0,broken clouds,-7.4706,-34.8086,Encanto do Litoral
739,Diez,DE,43.0,overcast clouds,50.3667,8.0167,Vienna House Easy Limburg
740,Kapit,MY,74.61,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
742,Boca Do Acre,BR,92.26,clear sky,-8.7522,-67.3978,Hotel Sao Pedro
743,Pangody,RU,-16.96,clear sky,65.85,74.4859,Elizaveta Shevchuk's House
744,Awbari,LY,76.48,scattered clouds,26.5921,12.7805,فندق أوباري
745,Woodland,US,48.0,clear sky,38.6785,-121.7733,Hampton Inn & Suites Woodland-Sacramento Area
746,Popondetta,PG,75.58,broken clouds,-8.7537,148.2534,Timos Transit House
747,Le Pradet,FR,59.0,clear sky,43.1066,6.0172,Hotel Bonaparte
748,Dukat,RU,-16.22,overcast clouds,62.55,155.55,Zori
749,Labrea,BR,94.21,few clouds,-7.2586,-64.7981,Hotel Novo Horizonte
750,Katsuura,JP,50.0,few clouds,35.1333,140.3,Kamogawa Grand Hotel
752,Luganville,VU,77.76,light rain,-15.5333,167.1667,The Espiritu Hotel
753,Pombas,CV,78.8,haze,17.1503,-25.0201,Residencial Nova Cidade
754,Teahupoo,PF,77.0,few clouds,-17.8333,-149.2667,Vanira Lodge
755,Lagos,NG,84.88,moderate rain,6.5833,3.75,Backbone Hotel
756,Tateyama,JP,50.0,few clouds,34.9833,139.8667,Hotel & Resorts MINAMIBOSO
757,Knappskog,NO,37.0,light rain,60.3819,5.0558,Augustin Hotel
760,Eydhafushi,MV,83.16,overcast clouds,5.1033,73.0708,Royal Island Resort & Spa in Maldives
761,Port Macquarie,AU,71.6,few clouds,-31.4333,152.9167,Rydges Port Macquarie
762,Sfantu Gheorghe,RO,43.0,overcast clouds,45.8667,25.7833,Hotel Park Sfantu Gheorghe
763,Shingu,JP,43.92,clear sky,33.7333,135.9833,Shingu UI Hotel
764,Robertson,US,48.99,light rain,36.5167,-86.8667,Hampton Inn Springfield
765,Lubango,AO,74.14,light rain,-14.9172,13.4925,Hotel Serra da Chela
766,Pochutla,MX,88.0,clear sky,15.7432,-96.4661,La Cabaña
767,Bilma,NE,101.12,clear sky,18.6853,12.9164,Expeditions Ténére voyages
768,Cleethorpes,GB,48.2,scattered clouds,53.5605,-0.0323,Comat Hotel
769,Mamanguape,BR,86.0,broken clouds,-6.8386,-35.1261,Cadeia Pública de Mamanguape
770,Kirovsk,UA,29.3,snow,48.6375,38.6428,OSCE Виктория
771,Suez,EG,65.43,clear sky,29.9737,32.5263,Mousa Coast
772,Oistins,BB,82.4,scattered clouds,13.0667,-59.5333,Hilton Barbados Resort
774,Suzun,RU,-2.81,overcast clouds,53.7841,82.3116,Elegant Lyuks
775,Malanville,BJ,101.28,scattered clouds,11.8685,3.3899,DEVO HOTEL
776,Sao Jose Da Coroa Grande,BR,83.97,scattered clouds,-8.8978,-35.1478,Grand Oca Maragogi
777,Zavitinsk,RU,22.64,clear sky,50.1167,129.45,Lyuks
778,Draguignan,FR,62.01,clear sky,43.5333,6.4667,Logis du Guetteur
779,Aloleng,PH,79.88,scattered clouds,16.1307,119.7824,Hide Away Sea and Beach Resort
780,Kirakira,SB,79.29,moderate rain,-10.4544,161.9205,SanBiz Lodge
781,Bilibino,RU,-3.68,light snow,68.0546,166.4372,Gostinitsa Severyanka
782,Betanzos,ES,55.99,scattered clouds,43.2804,-8.2147,Hotel Zenit Coruña
783,Kokopo,PG,78.35,broken clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
785,Sakaiminato,JP,42.8,scattered clouds,35.55,133.2333,Bayside Square Kaike Hotel
786,Koumac,NC,75.31,overcast clouds,-20.5667,164.2833,Le Monitel
787,Jaisalmer,IN,78.55,broken clouds,26.9147,70.9181,Hotel Fifu
788,Domoni,KM,80.82,broken clouds,-12.2569,44.5319,Hotel Le Sultan
789,Diamantino,BR,84.11,overcast clouds,-14.4086,-56.4461,Good Rest Palace Hotel
790,Hualmay,PE,76.8,clear sky,-11.0964,-77.6139,Hotel Restaurant Turístico Casablanca
791,Gladstone,AU,78.8,scattered clouds,-23.85,151.25,Highpoint International
792,Inhambane,MZ,84.2,light rain,-23.865,35.3833,Lobster Chalets
793,Moree,AU,77.0,broken clouds,-29.4667,149.85,Molika Springs Motel
794,Virginia Beach,US,57.2,overcast clouds,36.8529,-75.97800000000001,Hilton Virginia Beach Oceanfront
795,Aitape,PG,77.76,broken clouds,-3.1374,142.3475,郭超本度假酒店
796,Nanning,CN,68.0,scattered clouds,22.8167,108.3167,Nanning Travelling With Hostel
797,Aasiaat,GL,8.92,overcast clouds,68.7098,-52.8699,Hotel Aasiaat Sømandshjem
798,Almaznyy,RU,33.8,snow,48.0448,40.045,Гостиница ДОСААФ
799,Morrisburg,CA,23.0,clear sky,44.9001,-75.1826,Econo Lodge Massena Hwy 37
800,Pital,CO,74.86,overcast clouds,2.2665,-75.8044,Hospedaje La Pola
801,Kalemie,CD,76.41,overcast clouds,-5.9475,29.1947,Mahobilali
802,Okha,RU,26.19,overcast clouds,53.5739,142.9478,Империя
803,Baldeogarh,IN,76.24,clear sky,24.755,79.0681,Distance Tourism
804,Yadgir,IN,73.76,clear sky,16.7667,77.1333,Hotel SLV yadgir
805,Najran,SA,86.0,dust,17.4924,44.1277,فندق حياة نجران
806,Kalia,BD,70.23,few clouds,23.0396,89.6328,Kazi Bari
807,Komsomolskiy,UZ,51.8,moderate rain,40.4272,71.7189,Grand Osiyo Plaza
808,Ondjiva,AO,84.2,scattered clouds,-17.0667,15.7333,SOS Motel
809,Gejiu,CN,51.39,clear sky,23.305999999999997,103.1635,Thank Inn Plus Hotel Yunnan Honghe Gejiu City Renmin Road
810,Vila Franca Do Campo,PT,59.0,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
811,Orizona,BR,81.41,broken clouds,-17.0314,-48.2958,Hotel Carvalhos
812,Ponte Nova,BR,81.91,scattered clouds,-20.4164,-42.9086,Hotel Beira Rio
815,Dehloran,IR,62.42,few clouds,32.6941,47.2679,کافه گیم استورم
816,Tonekabon,IR,39.2,overcast clouds,36.8163,50.8738,Hotel Sadra
817,Marshalltown,US,46.0,clear sky,42.0494,-92.90799999999999,Best Western Regency Inn
819,Umm Lajj,SA,73.11,broken clouds,25.0213,37.2685,Moon light Furnished Units
820,Negombo,LK,82.4,moderate rain,7.2083,79.8358,Ranveli Beach Resort
821,Severobaykalsk,RU,27.66,light snow,55.65,109.3167,Hostel03RUS
822,Orbetello,IT,59.0,few clouds,42.4408,11.2196,Hotel Il Pellicano
823,Oberndorf,DE,37.99,moderate rain,48.2905,8.5722,Hotel Winterhaldenhof
825,Riosucio,CO,71.6,broken clouds,5.4216,-75.7032,Aparta Hotel la Plazuela
826,Lexington,US,50.0,overcast clouds,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
827,Big Bend,SZ,79.45,clear sky,-26.8167,31.9333,The Lebombo Villa B+B
828,Ghanzi,BW,82.85,broken clouds,-21.5667,21.7833,Tautona Lodge
829,Turbat,PK,69.64,clear sky,26.0023,63.044,Mubashar Quarters
830,Iroquois Falls,CA,19.4,light snow,48.7669,-80.6831,Cameron's Beach Campground
831,Finnsnes,NO,32.0,overcast clouds,69.2296,17.9811,Sørreisa Hotel
832,Hirara,JP,65.46,broken clouds,24.8,125.2833,宮古島東急ホテル＆リゾーツ
833,Prainha,BR,85.08,overcast clouds,-1.8,-53.48,Casa Rocha
834,Sao Francisco,BR,86.13,clear sky,-15.9486,-44.8644,Hotel Supremo
835,Nouadhibou,MR,78.8,dust,20.930999999999997,-17.0347,El Medina
836,Mazamet,FR,59.0,clear sky,43.49,2.373,Hôtel Mercure Castres L'Occitan
837,Alamosa,US,42.8,clear sky,37.4695,-105.87,Best Western Alamosa Inn
838,Navalmoral De La Mata,ES,61.03,clear sky,39.8916,-5.5406,Hotel Valles De Gredos
839,Atbasar,KZ,-4.92,clear sky,51.8,68.3333,"The Ritz-Carlton, Astana"
840,Rorvik,NO,38.68,overcast clouds,64.8621,11.2373,Rørvik -kolvereid- Folkestad Accommodation
841,Inuvik,CA,-16.6,overcast clouds,68.3499,-133.7218,Nova Inn Inuvik
842,Imbituba,BR,82.4,scattered clouds,-28.24,-48.6703,Praia Hotel Imbituba
843,Mogadishu,SO,79.66,broken clouds,2.0371,45.3438,Olympic Hotel
844,Mayor Pablo Lagerenza,PY,98.55,clear sky,-19.9309,-60.7718,Familia Mendez Melo
845,Birjand,IR,46.4,few clouds,32.8663,59.2211,Birjand Tourist Hotel
846,Dongli,CN,64.4,clear sky,23.5656,116.8194,Guangdong Hotel
847,Gazanjyk,TM,22.87,scattered clouds,39.2446,55.5154,Railway motel
848,Mocuba,MZ,74.71,light rain,-16.8392,36.9856,Phama Lodge
849,Salinopolis,BR,83.37,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
850,Pahrump,US,43.0,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
851,Kathu,TH,80.6,few clouds,7.9178,98.3332,Beyond Resort Kata
852,Strathmore,CA,37.0,broken clouds,51.0501,-113.3852,Wheatland Hotel
853,Ileza,RU,21.09,overcast clouds,61.0533,43.9002,Okay Guest House
854,Honningsvag,NO,25.14,overcast clouds,70.9821,25.9704,Nordkapp Vandrerhjem
855,Carballo,ES,55.4,scattered clouds,43.213,-8.691,Pazo do Souto
856,Meulaboh,ID,74.05,overcast clouds,4.1363,96.1285,Kost Pria
857,Trelew,AR,80.02,clear sky,-43.248999999999995,-65.3051,Hotel Touring Club
858,Mangan,IN,62.38,light rain,27.5167,88.5333,DAIZZO LE COXY RESORT
859,Wakkanai,JP,35.49,overcast clouds,45.4094,141.6739,Hyōsetsu-sō
861,Mosta,MT,60.01,few clouds,35.9092,14.4256,Grand Hotel Excelsior Malta
862,Mizdah,LY,66.09,overcast clouds,31.4451,12.9801,محمدالمبروك الاريقط
863,Puerto Suarez,BO,87.8,scattered clouds,-18.95,-57.8,Hotel Laura Vicunha
864,Sept-Iles,CA,27.0,broken clouds,50.2001,-66.3821,Comfort Inn
865,Kuhdasht,IR,49.28,broken clouds,33.535,47.6061,فروشگاه زنبیل
866,Pangai,TO,79.43,clear sky,-19.8,-174.35,Sandy Beach Resort
867,Taiyuan,CN,46.4,haze,37.8694,112.5603,Jinjiang Inn
868,Tucumcari,US,44.6,overcast clouds,35.1717,-103.725,Holiday Inn Express & Suites Tucumcari
869,Cacapava Do Sul,BR,84.88,clear sky,-30.5122,-53.4914,Hotel Portal
871,Mastic Beach,US,42.8,clear sky,40.7668,-72.8521,Hampton Inn Long Island - Brookhaven
872,Martinsicuro,IT,59.0,clear sky,42.8811,13.9145,Hotel Rivadoro
873,Kirishi,RU,36.0,overcast clouds,59.4471,32.0205,Sportivnaya
874,Maraba,BR,87.8,broken clouds,-5.3686,-49.1178,Hotel Del Principe
876,Iberia,US,75.2,broken clouds,29.9502,-91.7507,La Quinta Inn & Suites by Wyndham New Iberia
877,Marawi,PH,73.99,heavy intensity rain,7.9986,124.2928,Derogongan Residence
878,Lubin,PL,50.0,overcast clouds,51.4009,16.2015,Aqua Hotel
879,Port Lincoln,AU,56.82,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
880,Texarkana,US,71.6,overcast clouds,33.4251,-94.0477,Holiday Inn Express & Suites Texarkana
881,Karlshamn,SE,37.4,moderate rain,56.1706,14.8619,Port Hotel AB
882,Krasnyy Luch,UA,29.25,snow,48.1395,38.9371,"КРАСНЫЙ ЛУЧ, ГОСТИНИЦА"
883,Madimba,TZ,84.2,few clouds,-10.4,40.3333,Fancity Lodge
884,Dunmore East,IE,46.0,moderate rain,52.1514,-6.9861,Granville Hotel
885,Saint Joseph,US,50.0,broken clouds,39.7686,-94.8466,Whiskey Mansion Inn
886,Abdanan,IR,51.46,broken clouds,32.9926,47.4198,خدمات موبایل میرزایی
887,Sirpur,IN,80.11,few clouds,19.4833,79.6,Andhavelly Village
888,San Jose,US,48.99,broken clouds,37.3394,-121.895,The Westin San Jose
890,Matamoros,MX,75.2,broken clouds,25.5333,-103.25,Crowne Plaza Torreon
891,Olga,RU,32.92,overcast clouds,43.7444,135.2892,Gostinitsa Rosmorport.
893,Garchitorena,PH,76.17,overcast clouds,13.8804,123.6946,Site
894,Saint Anthony,US,48.99,clear sky,45.0205,-93.21799999999999,Days Hotel by Wyndham University Ave SE
895,Campoverde,PE,71.6,very heavy rain,-8.4753,-74.8058,Campo Verde Lodge
896,Yaan,NG,96.55,overcast clouds,7.3833,8.5667,Father's garden
897,Port Pirie,AU,60.8,clear sky,-33.1833,138.0167,John Pirie Motor Inn
898,Gilbues,BR,83.05,few clouds,-9.8317,-45.3439,Hotel Camapuã
899,Camana,PE,77.95,clear sky,-16.6228,-72.7111,Hostal Morales
900,Rogers,US,61.0,overcast clouds,36.3668,-95.5836,Super 8 by Wyndham Claremore OK
902,Fenoarivo,MG,68.0,clear sky,-18.933,47.4354,Hotel Carlton
903,Moron,AR,84.0,clear sky,-34.6534,-58.6198,Hotel Morón
904,Portoferraio,IT,59.0,few clouds,42.8115,10.3146,Antares
905,Sulina,RO,44.51,overcast clouds,45.1559,29.6536,Hotel Delta Est
906,Pontianak,ID,77.0,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
907,Colares,PT,62.01,few clouds,38.7992,-9.4469,Penha Longa Resort
908,Prince George,CA,39.99,broken clouds,53.9166,-122.75299999999999,Canadas Best Value Inn Prince George
909,Vicuna,CL,79.0,clear sky,-30.0319,-70.7081,Hostal Al Yaras
910,Coxim,BR,88.48,broken clouds,-18.5067,-54.76,Turis Motel
911,Yanaul,RU,10.0,clear sky,56.2719,54.9309,Kama
912,Porbandar,IN,77.02,clear sky,21.6422,69.6093,Lords Inn Porbandar
914,Tikrit,IQ,60.94,clear sky,34.6071,43.6782,فندق تكريت بلازا
915,Ulladulla,AU,70.0,overcast clouds,-35.35,150.4667,Sandpiper Motel
916,Pudozh,RU,33.15,snow,61.8099,36.5345,Guest-House na Transportnoy
917,Tuy Hoa,VN,73.31,scattered clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
918,Menongue,AO,79.74,broken clouds,-14.6585,17.691,Ritz Lauca
919,Giyani,ZA,78.55,clear sky,-23.3025,30.7187,Kulani Country Lodge
920,Eyl,SO,79.21,clear sky,7.9803,49.8164,Amiin Hotel
921,Lewisporte,CA,39.2,broken clouds,49.2499,-55.0482,Ocean View Bed & Breakfast
923,Mahajanga,MG,84.2,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
924,Conway,US,55.0,overcast clouds,35.0887,-92.4421,"Country Inn & Suites by Radisson, Conway, AR"
925,Russell,US,75.99,clear sky,32.3502,-85.1999,Phenix City Motocross
926,Povenets,RU,32.68,light snow,62.8487,34.8262,Eko Otel' Bol'shaya Medveditsa
927,Vestmannaeyjar,IS,33.8,clear sky,63.4427,-20.2734,Glamping & Camping
928,Anloga,GH,89.6,light rain,5.7947,0.8973,A&Y Wild Camp Ghana
929,Sitio Novo Do Tocantins,BR,84.2,light rain,-5.5183,-47.4611,Imperial Hotel
930,Xining,CN,50.65,overcast clouds,36.6167,101.7667,Super Leisure Hotel
931,Varhaug,NO,44.01,overcast clouds,58.6147,5.6457,Jæren hotell
932,Charters Towers,AU,71.67,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
933,Mapiripan,CO,85.68,light rain,2.8892,-72.1256,Monserrate
934,Ereymentau,KZ,-9.0,clear sky,51.6199,73.1033,"Гостиница ""Алем"" Ерейментау"
935,Scottsboro,US,66.99,overcast clouds,34.6723,-86.0341,Econo Lodge
936,Tobane,BW,78.8,clear sky,-21.95,27.9,Hotel Stonehouse
937,Hattiesburg,US,64.4,overcast clouds,31.3271,-89.2903,Courtyard by Marriott Hattiesburg
938,Muisne,EC,82.4,broken clouds,0.6,-80.0333,La Facha Hostel Restaurant & Surf
939,Ahvaz,IR,68.0,clear sky,31.3203,48.6693,tashrifat tourism travel agency
940,Nikolaevo,BG,55.4,broken clouds,42.6333,25.8,Guesthouse Happy Life
941,Porto Velho,BR,86.0,scattered clouds,-8.7619,-63.9039,Hotel Vila Rica Porto Velho
942,Glendive,US,39.99,clear sky,47.1053,-104.7125,Baymont by Wyndham Glendive
943,Adamas,GR,59.0,overcast clouds,36.7333,24.4333,Nefeli Sunset Studios
946,Luquillo,PR,84.99,scattered clouds,18.3725,-65.7166,"El Conquistador, A Waldorf Astoria Resort"
947,Saint Cloud,US,50.0,clear sky,45.5608,-94.1625,Homewood Suites by Hilton St Cloud
948,Korsakov,RU,30.2,overcast clouds,46.6328,142.7813,Hotel Asino
949,Ryotsu,JP,47.43,overcast clouds,38.0833,138.4333,Senkakuso
950,Suntar,RU,12.0,broken clouds,62.1444,117.6319,Дом у Мамы
951,Roebourne,AU,81.68,overcast clouds,-20.7833,117.1333,Samson Beach Chalets
952,Leh,IN,25.43,clear sky,34.1667,77.5833,Hotel Ladakh Greens
953,San Antonio,US,71.6,broken clouds,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
954,Kalabo,ZM,75.79,light rain,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
955,Kaseda,JP,54.46,overcast clouds,31.4167,130.3167,枕崎観光ホテル岩戸
956,Puerto Baquerizo Moreno,EC,80.6,scattered clouds,-0.9,-89.6,Hotel los Algarrobos
957,Derzhavinsk,KZ,-6.14,clear sky,51.1,66.3167,Ooo.khim Baza
958,Kodinsk,RU,3.06,scattered clouds,58.6881,99.1844,"Art-Otel' "" Kupecheskiy"""
959,Alekseyevka,RU,29.16,light snow,50.6309,38.6903,Apartment on Ploshchad Pobedy
960,Doha,QA,69.8,clear sky,25.2867,51.5333,Doha Marriott Hotel
961,Lafiagi,NG,104.36,scattered clouds,8.8667,5.4167,Bus group international
962,Cabedelo,BR,86.0,broken clouds,-6.9811,-34.8339,Condomínio Imperial Flat
963,Antropovo,RU,19.53,light snow,58.3988,43.0066,"Hotel ""Sunrise"""
964,Ballina,AU,71.6,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
965,Severo-Yeniseyskiy,RU,3.15,overcast clouds,60.3725,93.0408,Aktolik
966,Tura,IN,70.61,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
967,Jabinyanah,TN,66.2,scattered clouds,35.035,10.9081,Résidence-Camping El Kahena
968,Passo De Camaragibe,BR,84.2,broken clouds,-9.2368,-35.4901,Anga Hotel
969,Tarakeswar,IN,73.4,haze,22.885,88.0172,Tarakeswar Tourist Lodge
970,Kikwit,CD,88.16,scattered clouds,-5.041,18.8162,Guest L'Amour
971,Marrakesh,MA,73.4,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
972,Irara,BR,88.75,scattered clouds,-12.05,-38.7667,Hotel Avenida
973,Sembakung,ID,72.84,light rain,3.8167,117.25,Pondok Sambaita
974,Gold Coast,AU,73.4,scattered clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
975,Valparaiso,CL,62.6,broken clouds,-33.0393,-71.6273,Hotel Ultramar
976,Buala,SB,78.87,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
977,Los Llanos De Aridane,ES,69.8,broken clouds,28.6585,-17.9182,H10 Taburiente Playa
978,Contamana,PE,91.33,scattered clouds,-7.3333,-75.0167,Ibo Rao
979,Bontang,ID,80.22,scattered clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
980,Slidell,US,75.0,few clouds,30.2752,-89.7812,Microtel Inn & Suites by Wyndham Pearl River/Slidell
981,Opunake,NZ,53.01,clear sky,-39.4556,173.8583,Walton Cottage
982,Svetlyy,RU,46.4,light rain,54.675,20.1347,"LAS PALMAS, hotel"
983,Mirabela,BR,86.0,few clouds,-16.2628,-44.1644,Hotel e Restaurante Barril
984,Antalaha,MG,78.51,few clouds,-14.9003,50.2788,Hotel Vitasoa
985,Whitehaven,GB,36.0,light rain,54.549,-3.5841,Premier Inn Whitehaven hotel
986,Bahir Dar,ET,84.29,broken clouds,11.5936,37.3908,"Delano Hotel, Bahir Dar"
987,Ola,RU,-4.41,clear sky,59.5833,151.2833,"Baza Otdykha"" Chornyy Klyuch"""
988,Soyo,AO,86.0,broken clouds,-6.1349,12.3689,Hotel Mpampa
989,Kaitong,CN,38.05,clear sky,44.8135,123.15,Hexiang Hotel
990,Sambava,MG,80.83,few clouds,-14.2667,50.1667,Melrose
991,Newport,GB,48.0,overcast clouds,51.5877,-2.9984,ibis budget Newport
992,Rio Grande,BR,86.0,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
993,Marshfield,US,46.0,broken clouds,44.6689,-90.1718,Holiday Inn Conference Ctr Marshfield
995,Camaqua,BR,86.32,clear sky,-30.8511,-51.8122,Bartz Hotel
997,Lancaster,US,42.01,clear sky,40.2504,-76.2499,The Inn At Leola Village - A Historic Hotel of America
998,Chernyshevskiy,RU,4.57,broken clouds,63.0128,112.4714,Chernyseyskiy
999,Maniwaki,CA,19.4,broken clouds,46.3834,-75.96600000000001,Centre Chateau Logue
1000,Marshall,US,70.0,scattered clouds,34.3834,-86.3333,Microtel Inn & Suites by Wyndham Albertville
1001,Marsh Harbour,BS,72.37,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
1002,San Carlos Park,US,79.0,clear sky,26.4673,-81.8015,Embassy Suites by Hilton Fort Myers Estero
1003,Bloemfontein,ZA,84.2,few clouds,-29.1211,26.214000000000002,aha Bloemfontein Hotel
1004,Tiznit,MA,72.16,overcast clouds,29.5833,-9.5,Hotel kerdous
1005,El Pueblito,MX,62.6,clear sky,20.5333,-100.45,"Hotel & Hostal El Pueblito Centro, Querétaro"
1006,Shieli,KZ,22.33,light snow,44.1667,66.75,Gostinitsa Aybek Shieli
1007,Pringsewu,ID,73.67,broken clouds,-5.3582,104.9744,SPOT ON 2926 Penginapan Sariah Basamo
1008,Baneh,IR,36.14,clear sky,35.9975,45.8853,ساختمان زیتون
1010,Isangel,VU,77.0,broken clouds,-19.55,169.2667,Volcanic Village Vista
1011,Sabha,LY,87.78,broken clouds,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
1013,Det Udom,TH,84.99,clear sky,14.905999999999999,105.0784,Chatsuda Resort
1014,Victor Harbor,AU,60.01,few clouds,-35.5667,138.6167,McCracken Country Club
